,PSNR,SSIM
0,8.822029390018697,0.13578738578796254
1,8.708421085360358,0.09202905034652188
2,9.569304807815861,0.10009139796470942
3,8.899244344549246,0.12040610615616983
4,9.490248599697914,0.09684628025373686
5,10.005261770040704,0.1537136006444283
6,9.220286051715094,0.10153882488663349
7,8.677917751811147,0.12431237287445286
8,8.604123911630916,0.09829362160910816
9,9.466754423297688,0.10196360048602114
10,9.569931279450428,0.1477394963736069
11,7.986971587228703,0.06869988503299346
12,10.174295919810369,0.16419711019051514
13,10.138735080539064,0.13802480862493577
14,9.455085504431766,0.11490704490186626
15,9.682882426513288,0.1660921421381344
16,9.566927320385215,0.12594076180596808
17,10.097692214465866,0.2086556633455249
18,9.481530832098512,0.1412884769333783
19,10.178177873319544,0.16440373312020637
20,9.23434907973974,0.10926718290179908
21,10.446521397685077,0.1777734145704628
22,10.44979373297244,0.18104963458723128
23,10.071877659589108,0.14416264047595104
24,10.290591251713215,0.1875892446328373
25,9.399034738158077,0.12388444879647297
26,10.084184196002075,0.15929686628925432
27,10.234310392585737,0.16092163820153343
28,10.543947710866798,0.18346205412047165
29,9.88307929872231,0.165185005809987
30,9.585023430599643,0.16079428358096495
31,10.400412583562442,0.1600738298033652
32,9.512637425810569,0.15186335104594645
33,9.889709286351927,0.1591385119670237
34,9.635633595187736,0.13607154509782002
35,10.450096479373963,0.18490610201745367
36,10.120050600222742,0.17941927763321158
37,9.848904915839567,0.13310991761703195
38,10.048040927316542,0.15820380698441064
39,9.62987180100737,0.1613875314268869
40,9.894847162123328,0.1643536989579632
41,10.500505593603433,0.16054986032656496
42,9.714022896803435,0.14699112195055752
43,9.765772059146842,0.16232601556943368
44,9.090321098282159,0.254361255629875
45,10.19530384049399,0.18312506328595776
46,9.797534394984723,0.19274609423480174
47,10.036213543852856,0.1952837186917604
48,9.313409505201465,0.11544169979052986
49,9.876290076024638,0.14539196427815873
50,9.504743404644561,0.17756977541804564
51,10.41624644713039,0.10932991022291065
52,10.415173316835842,0.20488105707478982
53,10.090711329909777,0.2094564550719079
54,9.494961258788978,0.14310547211086727
55,11.122684551156835,0.2181809572852416
56,9.883493369548484,0.14116806912982083
57,10.456437789731048,0.22413955949051045
58,9.495671552600847,0.1686409442636011
59,10.434348657399957,0.18561816494998443
60,11.319518364946198,0.1882002390615651
61,10.61454655945573,0.19621722741201653
62,10.172835413275582,0.19872689881435085
63,9.85674402514559,0.2244738821803377
64,11.043424180462228,0.24999562044871776
65,10.036602900319089,0.14728512602234375
66,10.32067450075855,0.2626682539534276
67,10.1834769295057,0.18479334264366729
68,10.173348434604671,0.20486744625871642
69,10.704405158668958,0.20038152021112426
70,10.232444386095246,0.16706853421871776
71,10.416142274552946,0.1972819820984645
72,10.11116520026553,0.16221194976863015
73,9.58129927097465,0.12478272883324633
74,10.771567698954211,0.221417987535186
75,11.066052447914549,0.23424564195363098
76,14.530033069649223,0.43495759755037944
77,10.722957205916039,0.15050395825388646
78,10.307936800912678,0.2581586763884806
79,13.643731027046636,0.3825439894430506
80,23.9140539300656,0.8389040985302693
81,24.8930234539748,0.8414329043088897
82,26.847184794018816,0.887330950547597
83,35.816503318617904,0.9010952049995269
84,37.67680699963361,0.9632923778995303
85,36.91970868762499,0.9238868442893218
86,38.16709255585383,0.9647554145984472
87,38.27180714610921,0.9683460311190177
88,37.24350706630281,0.9259793954714407
89,38.046887278252036,0.9625543096835165
90,38.2668198977862,0.9666311408102488
91,38.250126794320586,0.9616141236391442
92,37.91649681768774,0.9561394298939455
93,38.25690300832653,0.9592544630034275
94,38.02159188559754,0.9566713390891148
95,38.187268104818685,0.9646028162051233
96,38.26683783224932,0.9672894543723506
97,38.226449903858274,0.9664548846886778
98,38.34504249225591,0.9675002845810692
99,38.15472774766308,0.9563986184704784
100,38.2167415532048,0.9658526661755935
101,38.07267954913546,0.9514615017894495
102,38.21016538139269,0.9623532499116749
103,38.23459842469565,0.9657393268104624
104,38.22626772133736,0.9576945377397524
105,38.254905833982775,0.966557064709745
106,37.87670176967641,0.9568665119727651
107,38.57869089553271,0.9693584237002024
108,38.47498437106162,0.9668836073299848
109,38.32446755457717,0.9573503734365886
110,38.27749712276874,0.9654104814751275
111,38.409063886594744,0.9674201024677257
112,38.232092807038654,0.9648028528656781
113,38.124509347347264,0.9479085760221444
114,38.06188305491084,0.9445884691000201
115,38.42818014425665,0.9679949377096573
116,38.445599150766164,0.9615406702281525
117,38.22597154616453,0.9623910901272915
118,38.49993284567453,0.9689563578740437
119,38.50359091823973,0.9683406927985644
120,38.24850415306148,0.950102093237686
121,38.40204613956552,0.9623514612135741
122,38.24917824427243,0.9629974564470655
123,38.52414204374849,0.9687217314890311
124,38.49631269977009,0.9667137183979655
125,38.559916085752,0.9683261538982137
126,38.409559541441396,0.9657479027159489
127,38.23228493301503,0.964850900100699
128,38.30250542197397,0.9646836563313573
129,38.557265231187564,0.9692667414734312
130,37.94042563350233,0.9441614713023586
131,38.500792577090785,0.9641833513000442
132,38.46485554664088,0.9673786696148827
133,38.523214729513235,0.9595652137198646
134,38.46166186925485,0.9662946383500678
135,38.35388662478458,0.9541656622738781
136,38.478029743491966,0.9679801754502546
137,38.60582695095408,0.9689171226324007
138,38.60088355035472,0.9645957489268295
139,38.29829225113841,0.9638666989676465
140,38.40702969028369,0.9576917957811442
141,38.551145978604595,0.969078072664692
142,38.26209962102403,0.9567543012340849
143,38.7035928163587,0.9694765107863447
144,38.52531119280517,0.9686887278990568
145,38.19065994358771,0.9577139146846275
146,38.50214730309831,0.9670829278898094
147,37.4848624741609,0.9456006382854555
148,38.494047524007016,0.9687121035062725
149,38.61402409717304,0.9695353449361643
150,38.7289648196678,0.9703181374074705
151,38.66490267508783,0.9694580482265043
152,38.194332852976885,0.9605975397228655
153,38.66536500506397,0.9701259154548235
154,38.34472228395285,0.9552192778748778
155,38.30287808717874,0.9476679018235358
156,38.641750115753275,0.9697891381896873
157,38.51960790901165,0.9683816008160615
158,38.27202614539842,0.9653102112828165
159,38.17363262746744,0.961877272353096
160,38.49300878109702,0.964185715497976
161,38.701574031766604,0.9702221784130487
162,38.71859100864158,0.9704434184398715
163,38.374052128905234,0.9674150242623202
164,38.39302105491624,0.9669977134302585
165,38.36143596051017,0.9681922005726598
166,38.53208284584106,0.969223537240726
167,38.36859705423555,0.9663670939337631
168,38.27896423569203,0.943341019539027
169,38.58791213432976,0.968345960941052
170,38.55997974887189,0.9692782515153301
171,38.67010600283981,0.9639457647340358
172,38.57653678759807,0.9691469755724245
173,38.41585683628056,0.9668890798613727
174,38.648281041447994,0.9698082205030769
175,38.68113208486535,0.969803301033252
176,38.53554859373697,0.9684987264493262
177,37.950638238515396,0.9370283691114684
178,38.70076087240562,0.9702427508644408
179,38.843181125702706,0.9704710971096845
180,38.70473293886002,0.9693251959849749
181,38.631419147683914,0.9688266615976072
182,38.39999705364025,0.9648154139595859
183,38.27668430934809,0.9524587879304263
184,38.725074102577,0.9678349934298228
185,38.204141173245404,0.9417553050429549
186,38.812142233668276,0.97079685713862
187,38.616734305012024,0.9693997712557018
188,38.71702232905556,0.968301056466488
189,38.66677168748855,0.9697598609324803
190,38.52126849466062,0.9627219517700123
191,38.67820009514646,0.9696794129826362
192,38.51728014519437,0.9544845961106877
193,38.8220924374315,0.9704574169430135
194,38.84301787743521,0.9702097881836829
195,38.737982506489516,0.9701751316794526
196,37.99921735314921,0.9598659674627027
197,38.835201724332634,0.9675264466189328
198,38.752672102994275,0.9669955048681392
199,38.69467312389383,0.9682743179382375
200,38.96095903795768,0.9710870605866632
201,38.784675797093776,0.9664950691453934
202,38.773852694042326,0.9667550585177939
203,38.784903714090795,0.9704203342015846
204,38.493370533140414,0.9577138823148617
205,38.65434998058934,0.9696388220690934
206,38.24623051084064,0.9661499897561765
207,38.62108342702042,0.9695460807860864
208,38.704635292813116,0.9702114505268892
209,38.60376546927921,0.9685477473049363
210,38.412815229402774,0.9504527149280771
211,38.76204403289782,0.9700408366302958
212,38.62773161990825,0.9611942669648592
213,38.71830919610791,0.960791713112492
214,38.76730224908972,0.9644446712503385
215,38.74197853596101,0.9556130161528216
216,38.80845241942644,0.9704792330100914
217,38.9083553333059,0.9683001744562346
218,38.500231914194586,0.9620853947860443
219,38.744616921877416,0.9703370211538119
220,38.84114326151859,0.9708172308168954
221,38.73597207585566,0.9702525487039382
222,38.48356503239195,0.9674413884393889
223,38.77004651654417,0.9688865412737445
224,38.936107488090094,0.9693751772714375
225,38.71749659883814,0.9688049022114016
226,38.916699687843305,0.9710034306133867
227,38.673855087430354,0.9605845629820098
228,38.54516932112807,0.9541086331689318
229,38.41887921184228,0.9509782479689651
230,38.71684124754848,0.9688962511706791
231,37.8417336838919,0.9380055434332969
232,38.915234477909976,0.9714394549588071
233,38.60166779743819,0.9575668265553492
234,38.85706919678717,0.9706515115684948
235,38.859444763533574,0.9692094790188897
236,38.65959173880036,0.9697489102706818
237,38.584160357616874,0.9558507878619252
238,38.85982250952287,0.9711884100317616
239,38.804054912939336,0.9691319023092831
240,38.1321667888672,0.9527837486271683
241,38.586517028134864,0.9589143419120812
242,38.66253712547875,0.9664631431828432
243,38.04518753319002,0.9495345278915892
244,38.83007835034802,0.9678800376185158
245,38.43661262118163,0.9518890126232855
246,36.77454010460225,0.9306570792853769
247,38.83298962528605,0.969518776542077
248,38.918856079192935,0.9701825198269524
249,38.99208772358508,0.9696669737126983
250,38.496780806867044,0.9667268480803475
251,38.90568364641142,0.9710055303101046
252,38.7418258916093,0.9693720488350145
253,37.33342109068338,0.9408427572698744
254,38.85561963445415,0.9673484082572444
255,38.72048996659548,0.9689590839344173
256,38.93299136453082,0.9711560282119382
257,38.84666384719708,0.9710886274923993
258,38.99101989075322,0.9718698447820036
259,35.50052183770743,0.9452809681667947
260,38.71388786216082,0.970013399433963
261,38.81282553920149,0.9697332634480795
262,38.81779500685795,0.96880408180322
263,38.91372118808913,0.9712958483588218
264,38.788262838881636,0.9705637085699549
265,38.823156482491406,0.9684611326235429
266,38.79252118902482,0.9707958171548394
267,38.85854809606622,0.9696008070787233
268,38.802833544751564,0.9697304450269779
269,38.75069710258444,0.9703205799205865
270,38.775901638419576,0.970584770051592
